"FUJIFILM VisualSonics Measurement Export"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 31","M-Mode","Heart Rate","BPM","443.786982",
"MAutoLV 31","M-Mode","Temperature","C","37.449566",
"MAutoLV 31","M-Mode","Diameter;s","mm","2.882900",
"MAutoLV 31","M-Mode","Diameter;d","mm","4.036444",
"MAutoLV 31","M-Mode","Volume;s","uL","31.773948",
"MAutoLV 31","M-Mode","Volume;d","uL","71.530141",
"MAutoLV 31","M-Mode","Stroke Volume","uL","39.756193",
"MAutoLV 31","M-Mode","Ejection Fraction","%","55.579638",
"MAutoLV 31","M-Mode","Fractional Shortening","%","28.578215",
"MAutoLV 31","M-Mode","Cardiac Output","mL/min","17.643281",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.920930","3.617756E-02","0.895349","0.946512",
"LVAW;s","M-Mode","Depth","mm","1.253488","3.617756E-02","1.227907","1.279070",
"LVID;d","M-Mode","Depth","mm","3.952326","1.808878E-02","3.939535","3.965116",
"LVID;s","M-Mode","Depth","mm","2.877907","1.808878E-02","2.865116","2.890698",
"LVPW;d","M-Mode","Depth","mm","0.652326","5.426633E-02","0.690698","0.613953",
"LVPW;s","M-Mode","Depth","mm","0.997674","7.235511E-02","1.048837","0.946512",



"Series Name","Series 28"
"Acquired By","Sheraz Pasha"
"Series Date","6/3/2022"
"Series Time","8:45:29 AM"
"Animal ID","M00698653"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 30","M-Mode","Heart Rate","BPM","517.654164",
"MAutoLV 30","M-Mode","Temperature","C","37.382422",
"MAutoLV 30","M-Mode","Diameter;s","mm","2.598471",
"MAutoLV 30","M-Mode","Diameter;d","mm","3.625919",
"MAutoLV 30","M-Mode","Volume;s","uL","24.573522",
"MAutoLV 30","M-Mode","Volume;d","uL","55.452146",
"MAutoLV 30","M-Mode","Stroke Volume","uL","30.878623",
"MAutoLV 30","M-Mode","Ejection Fraction","%","55.685173",
"MAutoLV 30","M-Mode","Fractional Shortening","%","28.336219",
"MAutoLV 30","M-Mode","Cardiac Output","mL/min","15.984448",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","1.048837","0.144710","1.151163","0.946512",
"LVAW;s","M-Mode","Depth","mm","1.394186","0.054266","1.355814","1.432558",
"LVID;d","M-Mode","Depth","mm","3.760465","7.235511E-02","3.709302","3.811628",
"LVID;s","M-Mode","Depth","mm","2.750000","5.426633E-02","2.711628","2.788372",
"LVPW;d","M-Mode","Depth","mm","0.869767","7.235511E-02","0.920930","0.818605",
"LVPW;s","M-Mode","Depth","mm","1.100000","0.144710","1.202326","0.997674",



"Series Name","Series 27"
"Acquired By","Sheraz Pasha"
"Series Date","6/3/2022"
"Series Time","8:39:08 AM"
"Animal ID","M00698661"
"Sex","female"
"Pregnant","no"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 29","M-Mode","Heart Rate","BPM","542.667209",
"MAutoLV 29","M-Mode","Temperature","C","37.258816",
"MAutoLV 29","M-Mode","Diameter;s","mm","2.769686",
"MAutoLV 29","M-Mode","Diameter;d","mm","3.789005",
"MAutoLV 29","M-Mode","Volume;s","uL","28.785875",
"MAutoLV 29","M-Mode","Volume;d","uL","61.527436",
"MAutoLV 29","M-Mode","Stroke Volume","uL","32.741561",
"MAutoLV 29","M-Mode","Ejection Fraction","%","53.214571",
"MAutoLV 29","M-Mode","Fractional Shortening","%","26.902021",
"MAutoLV 29","M-Mode","Cardiac Output","mL/min","17.767771",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.908140","1.808878E-02","0.920930","0.895349",
"LVAW;s","M-Mode","Depth","mm","1.240698","1.808878E-02","1.253488","1.227907",
"LVID;d","M-Mode","Depth","mm","3.875581","0.018089","3.888372","3.862791",
"LVID;s","M-Mode","Depth","mm","2.839535","7.235511E-02","2.788372","2.890698",
"LVPW;d","M-Mode","Depth","mm","0.601163","0.018089","0.613953","0.588372",
"LVPW;s","M-Mode","Depth","mm","0.908140","5.426633E-02","0.946512","0.869767",



"Series Name","Series 26"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","11:18:28 AM"
"Animal ID","M00698768"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 28","M-Mode","Heart Rate","BPM","410.396717",
"MAutoLV 28","M-Mode","Temperature","C","37.281706",
"MAutoLV 28","M-Mode","Diameter;s","mm","2.958925",
"MAutoLV 28","M-Mode","Diameter;d","mm","3.662409",
"MAutoLV 28","M-Mode","Volume;s","uL","33.874530",
"MAutoLV 28","M-Mode","Volume;d","uL","56.725728",
"MAutoLV 28","M-Mode","Stroke Volume","uL","22.851198",
"MAutoLV 28","M-Mode","Ejection Fraction","%","40.283658",
"MAutoLV 28","M-Mode","Fractional Shortening","%","19.208240",
"MAutoLV 28","M-Mode","Cardiac Output","mL/min","9.378057",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","1.100000","3.617756E-02","1.074419","1.125581",
"LVAW;s","M-Mode","Depth","mm","1.253488","0.108533","1.176744","1.330233",
"LVID;d","M-Mode","Depth","mm","3.645349","1.808878E-02","3.658140","3.632558",
"LVID;s","M-Mode","Depth","mm","3.018605","0.108533","3.095349","2.941860",
"LVPW;d","M-Mode","Depth","mm","0.690698","0.000000","0.690698","0.690698",
"LVPW;s","M-Mode","Depth","mm","0.805814","0.018089","0.793023","0.818605",



"Series Name","Series 25"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","11:12:22 AM"
"Animal ID","M00698903"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 27","M-Mode","Heart Rate","BPM","373.924966",
"MAutoLV 27","M-Mode","Temperature","C","37.477034",
"MAutoLV 27","M-Mode","Diameter;s","mm","3.458146",
"MAutoLV 27","M-Mode","Diameter;d","mm","3.990607",
"MAutoLV 27","M-Mode","Volume;s","uL","49.418514",
"MAutoLV 27","M-Mode","Volume;d","uL","69.622352",
"MAutoLV 27","M-Mode","Stroke Volume","uL","20.203838",
"MAutoLV 27","M-Mode","Ejection Fraction","%","29.019184",
"MAutoLV 27","M-Mode","Fractional Shortening","%","13.342867",
"MAutoLV 27","M-Mode","Cardiac Output","mL/min","7.554719",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.882558","0.018089","0.895349","0.869767",
"LVAW;s","M-Mode","Depth","mm","1.151163","0.000000","1.151163","1.151163",
"LVID;d","M-Mode","Depth","mm","4.067442","0.000000","4.067442","4.067442",
"LVID;s","M-Mode","Depth","mm","3.504651","7.235511E-02","3.555814","3.453488",
"LVPW;d","M-Mode","Depth","mm","0.639535","0.000000","0.639535","0.639535",
"LVPW;s","M-Mode","Depth","mm","0.793023","0.000000","0.793023","0.793023",



"Series Name","Series 24"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","11:05:22 AM"
"Animal ID","M00698846"
"Sex","female"
"Pregnant","no"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 26","M-Mode","Heart Rate","BPM","379.626700",
"MAutoLV 26","M-Mode","Temperature","C","37.480086",
"MAutoLV 26","M-Mode","Diameter;s","mm","3.635196",
"MAutoLV 26","M-Mode","Diameter;d","mm","4.105104",
"MAutoLV 26","M-Mode","Volume;s","uL","55.717364",
"MAutoLV 26","M-Mode","Volume;d","uL","74.443223",
"MAutoLV 26","M-Mode","Stroke Volume","uL","18.725859",
"MAutoLV 26","M-Mode","Ejection Fraction","%","25.154552",
"MAutoLV 26","M-Mode","Fractional Shortening","%","11.446908",
"MAutoLV 26","M-Mode","Cardiac Output","mL/min","7.108836",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.729070","0.018089","0.716279","0.741860",
"LVAW;s","M-Mode","Depth","mm","0.933721","1.808878E-02","0.920930","0.946512",
"LVID;d","M-Mode","Depth","mm","4.067442","0.000000","4.067442","4.067442",
"LVID;s","M-Mode","Depth","mm","3.696512","9.044389E-02","3.760465","3.632558",
"LVPW;d","M-Mode","Depth","mm","0.805814","0.018089","0.793023","0.818605",
"LVPW;s","M-Mode","Depth","mm","0.844186","0.036178","0.818605","0.869767",



"Series Name","Series 23"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:58:28 AM"
"Animal ID","M00701126"
"Sex","female"
"Pregnant","no"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 25","M-Mode","Heart Rate","BPM","442.967885",
"MAutoLV 25","M-Mode","Temperature","C","37.200828",
"MAutoLV 25","M-Mode","Diameter;s","mm","2.641227",
"MAutoLV 25","M-Mode","Diameter;d","mm","3.786441",
"MAutoLV 25","M-Mode","Volume;s","uL","25.589438",
"MAutoLV 25","M-Mode","Volume;d","uL","61.447186",
"MAutoLV 25","M-Mode","Stroke Volume","uL","35.857748",
"MAutoLV 25","M-Mode","Ejection Fraction","%","58.355395",
"MAutoLV 25","M-Mode","Fractional Shortening","%","30.245117",
"MAutoLV 25","M-Mode","Cardiac Output","mL/min","15.883831",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.716279","0.000000","0.716279","0.716279",
"LVAW;s","M-Mode","Depth","mm","1.125581","7.235511E-02","1.074419","1.176744",
"LVID;d","M-Mode","Depth","mm","3.798837","1.808878E-02","3.786047","3.811628",
"LVID;s","M-Mode","Depth","mm","2.673256","5.426633E-02","2.711628","2.634884",
"LVPW;d","M-Mode","Depth","mm","0.665116","0.000000","0.665116","0.665116",
"LVPW;s","M-Mode","Depth","mm","0.895349","0.000000","0.895349","0.895349",



"Series Name","Series 22"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:53:25 AM"
"Animal ID","M00701284"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 24","M-Mode","Heart Rate","BPM","382.978723",
"MAutoLV 24","M-Mode","Temperature","C","37.069592",
"MAutoLV 24","M-Mode","Diameter;s","mm","3.102703",
"MAutoLV 24","M-Mode","Diameter;d","mm","3.910278",
"MAutoLV 24","M-Mode","Volume;s","uL","38.004183",
"MAutoLV 24","M-Mode","Volume;d","uL","66.326566",
"MAutoLV 24","M-Mode","Stroke Volume","uL","28.322383",
"MAutoLV 24","M-Mode","Ejection Fraction","%","42.701416",
"MAutoLV 24","M-Mode","Fractional Shortening","%","20.652635",
"MAutoLV 24","M-Mode","Cardiac Output","mL/min","10.846870",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.690698","0.180888","0.562791","0.818605",
"LVAW;s","M-Mode","Depth","mm","0.972093","0.072355","1.023256","0.920930",
"LVID;d","M-Mode","Depth","mm","4.029070","9.044389E-02","4.093023","3.965116",
"LVID;s","M-Mode","Depth","mm","3.159302","5.426633E-02","3.120930","3.197674",
"LVPW;d","M-Mode","Depth","mm","0.550000","0.018089","0.537209","0.562791",
"LVPW;s","M-Mode","Depth","mm","0.665116","0.000000","0.665116","0.665116",



"Series Name","Series 21"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:42:00 AM"
"Animal ID","M00698757"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 23","M-Mode","Heart Rate","BPM","386.510774",
"MAutoLV 23","M-Mode","Temperature","C","37.350376",
"MAutoLV 23","M-Mode","Diameter;s","mm","3.386903",
"MAutoLV 23","M-Mode","Diameter;d","mm","4.373419",
"MAutoLV 23","M-Mode","Volume;s","uL","46.996980",
"MAutoLV 23","M-Mode","Volume;d","uL","86.448973",
"MAutoLV 23","M-Mode","Stroke Volume","uL","39.451993",
"MAutoLV 23","M-Mode","Ejection Fraction","%","45.636162",
"MAutoLV 23","M-Mode","Fractional Shortening","%","22.557083",
"MAutoLV 23","M-Mode","Cardiac Output","mL/min","15.248620",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.703488","5.426633E-02","0.665116","0.741860",
"LVAW;s","M-Mode","Depth","mm","1.100000","7.235511E-02","1.151163","1.048837",
"LVID;d","M-Mode","Depth","mm","4.451163","0.144710","4.553488","4.348837",
"LVID;s","M-Mode","Depth","mm","3.440698","1.808878E-02","3.453488","3.427907",
"LVPW;d","M-Mode","Depth","mm","0.652326","5.426633E-02","0.613953","0.690698",
"LVPW;s","M-Mode","Depth","mm","0.818605","0.000000","0.818605","0.818605",



"Series Name","Series 20"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:35:29 AM"
"Animal ID","M00698755"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 22","M-Mode","Heart Rate","BPM","470.809793",
"MAutoLV 22","M-Mode","Temperature","C","36.584324",
"MAutoLV 22","M-Mode","Diameter;s","mm","2.742247",
"MAutoLV 22","M-Mode","Diameter;d","mm","3.952002",
"MAutoLV 22","M-Mode","Volume;s","uL","28.117993",
"MAutoLV 22","M-Mode","Volume;d","uL","68.101379",
"MAutoLV 22","M-Mode","Stroke Volume","uL","39.983385",
"MAutoLV 22","M-Mode","Ejection Fraction","%","58.711566",
"MAutoLV 22","M-Mode","Fractional Shortening","%","30.611182",
"MAutoLV 22","M-Mode","Cardiac Output","mL/min","18.824569",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.959302","0.018089","0.946512","0.972093",
"LVAW;s","M-Mode","Depth","mm","1.381395","7.235511E-02","1.330233","1.432558",
"LVID;d","M-Mode","Depth","mm","3.837209","0.000000","3.837209","3.837209",
"LVID;s","M-Mode","Depth","mm","2.775581","9.044389E-02","2.839535","2.711628",
"LVPW;d","M-Mode","Depth","mm","0.690698","3.617756E-02","0.665116","0.716279",
"LVPW;s","M-Mode","Depth","mm","0.946512","7.235511E-02","0.895349","0.997674",



"Series Name","Series 19"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:27:35 AM"
"Animal ID","M00698657"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 21","M-Mode","Heart Rate","BPM","435.208356",
"MAutoLV 21","M-Mode","Temperature","C","37.454144",
"MAutoLV 21","M-Mode","Diameter;s","mm","3.562851",
"MAutoLV 21","M-Mode","Diameter;d","mm","4.338605",
"MAutoLV 21","M-Mode","Volume;s","uL","53.102158",
"MAutoLV 21","M-Mode","Volume;d","uL","84.849492",
"MAutoLV 21","M-Mode","Stroke Volume","uL","31.747334",
"MAutoLV 21","M-Mode","Ejection Fraction","%","37.416057",
"MAutoLV 21","M-Mode","Fractional Shortening","%","17.880270",
"MAutoLV 21","M-Mode","Cardiac Output","mL/min","13.816705",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","1.023256","7.235511E-02","1.074419","0.972093",
"LVAW;s","M-Mode","Depth","mm","1.266279","5.426633E-02","1.227907","1.304651",
"LVID;d","M-Mode","Depth","mm","4.323256","3.617756E-02","4.297674","4.348837",
"LVID;s","M-Mode","Depth","mm","3.606977","7.235511E-02","3.658140","3.555814",
"LVPW;d","M-Mode","Depth","mm","0.703488","0.018089","0.716279","0.690698",
"LVPW;s","M-Mode","Depth","mm","0.933721","1.808878E-02","0.920930","0.946512",



"Series Name","Series 18"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:22:16 AM"
"Animal ID","M00698656"
"Sex","male"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_GenericPackage.sxml"
"Measurement Version","0"
"Measurement Description","Generic Package"

,,,
"Measurement","Mode","Parameter","Units","Value"
"MAutoLV 20","M-Mode","Heart Rate","BPM","467.144192",
"MAutoLV 20","M-Mode","Temperature","C","37.356480",
"MAutoLV 20","M-Mode","Diameter;s","mm","3.069659",
"MAutoLV 20","M-Mode","Diameter;d","mm","4.058735",
"MAutoLV 20","M-Mode","Volume;s","uL","37.018407",
"MAutoLV 20","M-Mode","Volume;d","uL","72.492043",
"MAutoLV 20","M-Mode","Stroke Volume","uL","35.473636",
"MAutoLV 20","M-Mode","Ejection Fraction","%","48.934524",
"MAutoLV 20","M-Mode","Fractional Shortening","%","24.369081",
"MAutoLV 20","M-Mode","Cardiac Output","mL/min","16.571303",

"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2"
"LVAW;d","M-Mode","Depth","mm","0.895349","0.036178","0.920930","0.869767",
"LVAW;s","M-Mode","Depth","mm","1.266279","5.426633E-02","1.304651","1.227907",
"LVID;d","M-Mode","Depth","mm","4.131395","1.808878E-02","4.144186","4.118605",
"LVID;s","M-Mode","Depth","mm","3.082558","9.044389E-02","3.146512","3.018605",
"LVPW;d","M-Mode","Depth","mm","0.754651","1.808878E-02","0.741860","0.767442",
"LVPW;s","M-Mode","Depth","mm","1.061628","5.426633E-02","1.023256","1.100000",



"Series Name","Series 17"
"Acquired By","Sheraz Pasha"
"Series Date","6/2/2022"
"Series Time","10:18:00 AM"
"Animal ID","M00698910"
"Sex","female"
"Pregnant","no"
"Series Notes",""
"Application","Cardiology"
"Measurement Package","Cardiac Package"
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
